ma_nganh,nganh_hoc,to_hop_thi,gioi_tinh,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Toan,diem_Ly,diem_Hoa,diem_Anh,diem_Van,diem_Su,diem_Sinh,diem_Dia,diem_Gdktpl,diem_Tin,muc_tieu_ma,muc_tieu_nhan,nguon_du_lieu,sample_weight
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,2,2,4,5,3,1,1,5,3,3,7.6,4.5,6.0,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,2,3,3,3,1,1,5,1,1,7.25,,,7.0,7.6,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,1,5,5,5,4,1,1,1,2,1,7.4,,,4.0,6.5,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,5,5,4,5,2,3,1,3,2,7.2,,,3.4,6.5,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,3,3,2,3,1,1,5,1,3,1,7.4,7.0,6.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,2,5,2,4,2,1,2,3,2,4,7.25,,,6.4,3.4,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,2,3,1,3,1,5,1,1,1,1,7.6,6.25,6.5,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,1,2,1,4,3,1,2,3,1,3,7.0,6.5,6.8,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,3,5,3,5,4,1,5,2,2,1,5.6,,,7.2,7.25,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,2,5,3,5,2,1,1,1,2,1,7.5,,,7.6,8.8,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,5,5,4,5,2,3,1,3,2,6.0,,,8.0,7.0,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,3,4,4,5,2,1,1,1,2,4,5.75,,,6.8,8.4,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,2,4,5,5,2,3,3,2,1,7.5,,,4.6,4.6,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,3,2,2,3,2,1,1,5,1,1,4.6,,,5.4,8.5,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,1,2,1,4,3,1,2,3,1,3,5.25,6.75,8.0,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A01,Nam,3,3,5,5,1,2,3,4,3,1,7.2,6.0,,8.4,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,4,5,5,5,5,3,1,3,1,7.0,,,8.6,7.5,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,2,4,2,5,5,2,3,1,2,1,5.8,,,7.4,6.25,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,2,5,4,5,4,2,1,1,1,1,7.25,,,7.4,6.4,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,3,4,5,5,4,5,2,1,2,2,7.25,7.0,8.2,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,4,5,1,5,3,1,2,1,2,2,7.0,6.75,4.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,4,5,5,5,5,3,1,3,1,7.8,,,7.6,7.5,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,1,5,5,5,4,1,1,1,2,1,7.0,4.75,6.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,1,4,4,4,5,2,1,3,1,6.5,,,6.2,4.4,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nu,3,4,4,5,2,1,1,1,2,4,5.75,7.25,8.2,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A01,Nam,2,4,1,3,5,1,1,2,3,1,7.5,6.8,,7.2,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,2,1,4,3,1,2,3,1,3,7.8,,,6.6,6.0,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,2,5,2,4,2,1,2,3,2,4,6.5,6.5,7.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,1,3,4,5,3,1,1,3,1,2,6.75,,,6.4,8.2,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,2,5,2,4,2,1,2,3,2,4,8.25,,,6.8,6.0,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,3,5,3,5,4,1,5,2,2,1,7.25,,,7.6,6.8,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,2,5,2,4,2,1,2,3,2,4,7.25,,,6.8,7.2,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,4,2,3,4,5,4,5,4,1,1,7.0,,,6.8,6.4,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,3,1,5,2,4,2,3,1,1,1,4.6,,,8.0,6.0,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,3,3,4,5,2,4,1,2,1,2,7.4,5.75,6.5,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nu,2,5,5,1,5,5,1,5,4,3,7.8,6.0,5.75,,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,1,5,5,3,5,1,4,1,1,1,7.4,5.25,4.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,1,4,5,5,5,5,3,1,3,1,6.75,6.75,7.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,3,4,5,5,4,5,2,1,2,2,6.25,6.0,8.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,2,5,5,1,5,5,1,5,4,3,6.8,4.75,7.25,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,1,2,4,4,3,1,1,5,3,1,7.4,6.75,7.25,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,2,5,2,4,2,1,2,3,2,4,6.0,7.25,7.6,,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,2,5,3,5,2,1,1,1,2,1,7.0,,,7.0,5.8,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,3,1,5,2,4,2,3,1,1,1,7.8,7.0,7.0,,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nam,3,4,3,3,4,3,1,1,5,2,7.6,,,5.0,6.75,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A01,Nu,3,2,2,3,2,1,1,5,1,1,6.5,7.6,,7.8,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,2,2,5,3,2,1,4,1,2,1,7.25,6.75,7.2,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,2,5,2,4,2,1,2,3,2,4,7.6,,,3.8,7.5,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,2,5,5,5,3,1,1,1,1,3,7.2,5.5,6.5,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,3,5,5,4,3,2,5,2,2,1,5.2,6.25,6.25,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A01,Nam,2,2,4,4,5,1,2,1,4,2,8.2,7.25,,9.0,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A01,Nu,3,5,5,4,4,1,2,3,5,1,5.75,8.0,,7.6,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nam,4,2,3,4,5,4,5,4,1,1,6.75,5.5,8.0,,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A01,Nam,3,4,5,4,3,4,1,1,1,2,7.4,5.5,,8.8,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A00,Nu,1,4,5,5,5,5,3,1,3,1,5.5,7.75,6.8,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,D01,Nu,3,5,5,4,4,4,2,1,5,1,7.6,,,4.6,7.0,,,,,,1,Đi làm,ttth_bo_sung,1
7510303,Công nghệ kỹ thuật điều khiển và TĐH,A01,Nam,1,2,4,5,5,2,3,3,2,1,7.0,7.4,,7.4,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,3,4,3,5,5,4,5,4,4,5,7.0,6.75,7.5,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,5,3,3,3,4,5,4,5,5,3,6.6,6.25,7.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,5,5,3,5,3,2,4,5,6.4,7.5,7.25,,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,2,5,4,4,3,4,5,3,4,5,7.5,7.75,7.4,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,4,5,2,5,3,5,3,4,3,3,7.6,6.75,8.25,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,3,3,1,4,3,5,2,3,5,5,6.5,,8.75,,,,6.8,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,1,5,5,4,5,4,4,3,1,7.8,7.0,6.75,,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,3,2,5,4,4,4,2,5,4,4,7.6,,4.75,5.0,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,1,2,5,4,1,4,5,5,4,4,6.8,6.0,6.25,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,3,2,1,5,4,5,5,4,5,3,7.5,8.0,7.2,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,4,4,2,5,5,5,4,5,5,4,6.25,7.25,6.8,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,2,3,4,5,4,4,5,5,3,5,6.2,,5.5,7.4,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,2,3,4,5,4,4,5,5,3,5,6.75,,6.75,,,,5.8,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,2,5,5,4,4,3,4,4,2,3,7.0,6.75,8.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A01,Nu,1,5,4,4,5,5,4,5,3,2,4.5,7.8,,7.4,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,4,3,4,3,4,5,3,5,2,5,6.8,4.5,4.5,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,3,2,1,5,3,5,3,4,4,5,7.4,,7.5,,,,6.25,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,5,1,5,5,4,5,4,4,3,1,6.75,,6.4,6.6,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,2,5,4,4,3,4,5,3,4,5,8.25,,6.25,,,,8.2,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,5,4,4,3,5,3,2,4,4,2,7.0,8.0,8.4,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,2,3,4,5,4,4,5,5,3,5,7.8,6.75,7.25,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,4,4,5,4,5,3,5,4,7.25,7.0,7.2,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,5,3,5,4,5,3,4,5,2,3,7.0,,4.8,6.8,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,3,1,5,5,3,4,4,1,3,2,7.6,6.25,7.0,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,5,3,5,3,5,4,4,5,2,1,5.0,6.25,7.2,,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,3,5,5,5,5,4,3,5,4,2,5.75,6.25,7.6,,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nam,3,3,1,4,3,5,2,3,5,5,8.2,,7.75,7.4,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,4,4,4,4,3,5,1,5,2,4,6.25,6.25,6.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,1,2,5,4,1,4,5,5,4,4,5.5,7.75,6.8,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,3,2,5,4,4,4,2,5,4,4,8.0,6.5,7.75,,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,3,2,1,5,3,5,3,4,4,5,7.0,,5.5,,,,6.8,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,3,1,4,5,5,4,2,5,4,5,7.25,,7.0,,,,6.8,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A01,Nu,3,3,1,4,3,5,2,3,5,5,6.0,6.2,,6.4,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,2,3,5,5,5,5,5,3,3,3,6.75,,6.6,6.8,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,5,3,3,3,4,5,4,5,5,3,6.75,,6.25,,,,7.2,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,5,1,4,4,3,5,1,3,4,1,8.4,,6.75,,,,7.5,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,3,3,5,3,4,4,3,5,4,4,7.0,,5.0,8.6,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,1,5,4,4,5,5,4,5,3,2,8.0,8.25,7.0,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nam,4,5,4,4,3,3,3,2,2,5,6.75,,6.8,7.8,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,2,4,4,4,4,3,3,5,4,4,7.2,,7.0,,,,6.5,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nam,4,4,4,4,3,5,1,5,2,4,8.0,,8.25,8.0,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,2,3,4,5,4,4,5,5,3,5,7.75,,7.0,,,,7.0,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,1,2,5,4,1,4,5,5,4,4,7.4,5.25,8.25,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,4,3,4,3,4,5,3,5,2,5,6.6,6.75,6.0,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,3,2,1,5,4,5,5,4,5,3,7.0,6.75,7.75,,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,4,3,4,5,4,2,5,5,3,4,7.4,5.5,6.5,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,3,3,3,2,4,4,4,5,4,3,8.0,,8.25,,,,7.5,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,5,3,4,4,5,4,5,4,5,5,8.5,8.75,7.8,,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A01,Nu,4,3,4,5,4,2,5,5,3,4,7.25,6.4,,7.8,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A01,Nam,3,2,5,4,4,4,2,5,4,4,6.5,7.0,,8.0,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,3,2,1,5,4,5,5,4,5,3,6.0,5.5,7.6,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,3,3,4,4,4,4,4,4,8.4,6.0,7.75,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,2,4,4,4,4,3,3,5,4,4,7.0,7.5,7.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,4,4,5,4,5,4,5,5,8.2,7.5,7.5,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,3,5,5,5,5,4,3,5,4,2,4.75,4.5,7.4,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,5,3,3,3,4,5,4,5,5,3,7.75,,7.0,,,,6.6,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,5,1,5,5,4,5,4,4,3,1,6.25,,6.2,7.4,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,3,2,3,5,5,5,4,5,4,2,7.25,,7.5,,,,7.8,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,1,5,4,4,5,5,4,5,3,2,7.75,,5.5,,,,7.4,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,4,3,4,3,4,5,3,5,2,5,8.0,,8.5,,,,6.5,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,5,2,4,4,4,5,2,4,6.8,5.5,6.25,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,2,3,5,5,5,5,5,3,3,3,7.2,7.25,7.25,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,4,5,4,4,3,3,3,2,2,5,6.25,7.5,7.2,,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,2,5,3,4,2,1,5,3,5.75,7.25,7.8,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,5,3,3,3,4,4,4,4,4,4,6.75,,4.5,,,,7.0,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,3,3,5,4,3,5,4,5,5,4,6.25,,6.2,8.6,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nam,4,4,2,2,5,5,2,5,1,2,7.0,,6.4,7.2,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,5,3,4,4,5,4,5,4,5,5,7.4,,7.0,,,,6.25,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,5,3,4,4,5,4,5,3,5,4,6.75,,6.25,,,,7.2,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,4,4,5,4,5,3,5,4,7.4,6.0,7.5,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,3,5,5,4,3,5,4,4,3,5,7.0,,7.0,,,,7.0,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,4,3,5,4,4,4,4,4,3,3,7.25,6.75,7.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,5,3,4,4,5,4,5,4,5,5,8.4,7.5,7.5,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,3,5,5,5,5,4,3,5,4,2,6.5,6.75,6.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,3,2,3,5,5,5,4,5,4,2,7.0,,6.5,,,,7.0,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,2,5,4,4,3,4,5,3,4,5,7.6,6.75,7.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,4,5,2,5,3,5,3,4,3,3,8.0,6.75,6.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,4,3,5,4,4,4,4,4,3,3,6.25,6.75,5.6,,,,,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,4,2,5,5,5,4,5,4,5,2,7.0,4.0,5.25,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nam,4,4,2,2,5,5,2,5,1,2,7.0,,7.8,7.0,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,3,3,5,4,3,5,4,5,5,4,6.8,6.25,5.75,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,5,3,4,4,5,4,5,4,5,5,6.25,,5.8,6.4,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,3,5,4,5,5,5,4,5,3,3,6.5,,7.75,,,,6.2,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,2,4,4,4,4,3,3,5,4,4,7.5,7.0,7.2,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,3,3,3,2,4,4,4,5,4,3,6.0,7.0,6.6,,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,5,3,4,4,5,4,5,3,5,4,8.0,8.5,7.6,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,2,3,5,5,5,5,5,3,3,3,7.6,,8.0,,,,8.0,,,,4,Chưa xác định,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nu,4,3,5,4,4,4,4,4,3,3,7.4,6.0,8.5,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,3,3,5,4,3,5,4,5,5,4,7.8,6.75,7.0,,,,,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,A00,Nam,3,3,5,4,3,5,4,5,5,4,7.4,6.25,6.25,,,,,,,,3,Kinh doanh,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nam,2,5,4,4,3,4,5,3,4,5,6.75,,5.25,,,,6.2,,,,1,Đi làm,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,B00,Nu,5,3,3,3,4,5,4,5,5,3,5.75,,6.5,,,,6.0,,,,2,Nghiên cứu,ttth_bo_sung,1
7510401,Công nghệ kỹ thuật hóa học,D07,Nu,3,2,1,5,4,5,5,4,5,3,7.4,,8.5,6.4,,,,,,,2,Nghiên cứu,ttth_bo_sung,1
